Israel's expanding "yellow line" of death, with Maha Hussaini	D-EpY-Mt7vM	https://www.youtube.com/watch?v=D-EpY-Mt7vM
Buildings fall on Gaza families as rain floods tents, with Nora Barrows-Friedman	K439skSp71I	https://www.youtube.com/watch?v=K439skSp71I
Qassam Brigades commander assassinated in Gaza City, with Jon Elmer	RnLjXtnajVU	https://www.youtube.com/watch?v=RnLjXtnajVU
"Elite" universities purge supporters of Palestinian rights, with Ali Abunimah	_0M1RvIRBfI	https://www.youtube.com/watch?v=_0M1RvIRBfI
West in panic as Israel loses narrative war, with Laila Al-Arian	m5CR42Yht8Q	https://www.youtube.com/watch?v=m5CR42Yht8Q
Baby dies of exposure in Gaza while Israel blocks reconstruction, with Nora Barrows-Friedman	-51sHSdgApg	https://www.youtube.com/watch?v=-51sHSdgApg
West Bank resistance confronts military raids, with Jon Elmer	Vn9Tgo7g90o	https://www.youtube.com/watch?v=Vn9Tgo7g90o
Judge on Palestine Action case has ties to Israel lobby, with Asa Winstanley	w2XxRQpRX3c	https://www.youtube.com/watch?v=w2XxRQpRX3c
Israel targets UN official for stating truth: There's no proof of 7 October rapes, with Ali Abunimah	k-xHgYB8_aE	https://www.youtube.com/watch?v=k-xHgYB8_aE
Israeli massacres persist as harsh winter arrives in Gaza, with Nora Barrows-Friedman	58FcSa71PQ8	https://www.youtube.com/watch?v=58FcSa71PQ8
Resistance fighters cut off in Rafah tunnels, with Jon Elmer	DmFzuuQKxtw	https://www.youtube.com/watch?v=DmFzuuQKxtw
Israel-backed Gaza militia leader killed as Trump plan fails, with Ali Abunimah	Q-hhAEPmfrw	https://www.youtube.com/watch?v=Q-hhAEPmfrw
Hunger striking UK political prisoners learn lessons from Palestine | Shamina Amal & Francesca Nadin	oHZr9LeUaTc	https://www.youtube.com/watch?v=oHZr9LeUaTc
Swiss official who banned Ali Abunimah took Israeli job, with Asa Winstanley	s8qCc5aE5IA	https://www.youtube.com/watch?v=s8qCc5aE5IA
Palestinians describe horrific sexual assaults by Israeli captors, with Ali Abunimah	RWrNHy3z-hk	https://www.youtube.com/watch?v=RWrNHy3z-hk
No let-up in Israeli massacres of Palestinian children, with Nora Barrows-Friedman	urPJKljo6hg	https://www.youtube.com/watch?v=urPJKljo6hg
Israeli military destroys sites of battlefield losses, with Jon Elmer	hdGJJIBglF0	https://www.youtube.com/watch?v=hdGJJIBglF0
Arab states betray Palestine as UN hands Gaza to Trump, with Craig Mokhiber	hETL6OMwB6c	https://www.youtube.com/watch?v=hETL6OMwB6c
Gaza: A living necropolis, with Dorotea Gucciardo	Qt0UKsqoF3Y	https://www.youtube.com/watch?v=Qt0UKsqoF3Y
How Britain aided and abetted Israel's genocide, with Peter Oborne	q2QXeWN77Nc	https://www.youtube.com/watch?v=q2QXeWN77Nc
US can't find a way around undefeated Hamas in Gaza	HFcWkHRCyeE	https://www.youtube.com/watch?v=HFcWkHRCyeE
Israel violates ceasefire, attacks Palestinians at Gaza wedding, with Nora Barrows-Friedman	2EHDepM5ycQ	https://www.youtube.com/watch?v=2EHDepM5ycQ
Resistance salutes Yemeni support operations, with Jon Elmer	xXgAj9uVH0c	https://www.youtube.com/watch?v=xXgAj9uVH0c
Why Israel really fears Zohran Mamdani, with Ali Abunimah	bYlMfduyKFU	https://www.youtube.com/watch?v=bYlMfduyKFU
Palestinians don’t want pity -- they want dignity, with Eman Alhaj Ali	urcVjtxV4Po	https://www.youtube.com/watch?v=urcVjtxV4Po
Israel kills dozens of children in a single day of ceasefire, with Nora Barrows-Friedman	y5QA243jxLs	https://www.youtube.com/watch?v=y5QA243jxLs
New footage of Yahya Sinwar during battle, with Jon Elmer	CzkbR9bsMEw	https://www.youtube.com/watch?v=CzkbR9bsMEw
Israel aims for politically sustainable genocide under cover of "ceasefire," with Ali Abunimah	tmH4l_EZX4s	https://www.youtube.com/watch?v=tmH4l_EZX4s
Families living on Gaza beach have nowhere to go	K1dAOXEceQ0	https://www.youtube.com/watch?v=K1dAOXEceQ0
Gaza municipality, 55 years older than Israel, vows to rebuild the city, with Asem Alnabih	8BTMd1STZLI	https://www.youtube.com/watch?v=8BTMd1STZLI
British police arrest doctor for opposing Gaza genocide, with Asa Winstanley	wcGCDbfpjSg	https://www.youtube.com/watch?v=wcGCDbfpjSg
Hind Rajab's killers named in ICC filing, with Nora Barrows-Friedman	Ajl_fUoqH0k	https://www.youtube.com/watch?v=Ajl_fUoqH0k
Israeli military's deadly Yellow Line, with Jon Elmer	enge_6Lf79E	https://www.youtube.com/watch?v=enge_6Lf79E
US has no way to disarm Hamas, with Ali Abunimah	nDYqQZLHwv4	https://www.youtube.com/watch?v=nDYqQZLHwv4
What's next for Gaza? with Helena Cobban	qr1rC4aMOmM	https://www.youtube.com/watch?v=qr1rC4aMOmM
Could Marwan Barghouti really unify Palestinians?	nKXo4J2Sos0	https://www.youtube.com/watch?v=nKXo4J2Sos0
Israel violates ceasefire, freed Palestinian prisoners bear torture marks, w/ Nora Barrows-Friedman	vG8Iv4n_ZqM	https://www.youtube.com/watch?v=vG8Iv4n_ZqM
A short history of Palestinian prisoner exchanges, with Jon Elmer	AmwpRKX7kSE	https://www.youtube.com/watch?v=AmwpRKX7kSE
What does Trump's Knesset speech reveal? with Ali Abunimah and Asa Winstanley	IXuu6tdTNuM	https://www.youtube.com/watch?v=IXuu6tdTNuM
The first thing I will do after ceasefire: rebuild school for my students, with Donya Abu Sitta	fgFg0djLgJo	https://www.youtube.com/watch?v=fgFg0djLgJo
Joy and caution as Palestinians welcome Gaza deal, with Nora Barrows-Friedman	eeHGux3o9Ps	https://www.youtube.com/watch?v=eeHGux3o9Ps
